Date,Open,High,Low,Close,Adj Close,Volume
03/05/2010,9.422857,9.567143,9.388571,9.5125,8.193718,454342000
04/05/2010,9.388929,9.403214,9.169643,9.238571,7.957767,723819600
05/05/2010,9.036786,9.219286,8.883214,9.1425,7.875016,883103200
06/05/2010,9.065357,9.223214,7.116071,8.794643,7.575386,1285860800
07/05/2010,8.703929,8.806071,8.043214,8.423571,7.255756,1676018400
10/05/2010,8.9375,9.094643,8.876071,9.071071,7.813489,984306400
11/05/2010,8.994286,9.281786,8.946429,9.161429,7.891321,848906800
12/05/2010,9.258571,9.3975,9.239286,9.360357,8.062671,654379600
13/05/2010,9.400714,9.464286,9.157143,9.227143,7.947925,599712400
14/05/2010,9.112857,9.16,8.910714,9.065,7.808258,759362800
17/05/2010,9.096429,9.149286,8.846786,9.079286,7.820565,762834800
18/05/2010,9.177857,9.233929,8.937857,9.012857,7.763345,782678400
19/05/2010,8.910714,9.032857,8.744643,8.869286,7.639676,1025726800
20/05/2010,8.638571,8.708929,8.436071,8.491429,7.314209,1282915200
21/05/2010,8.315,8.732143,8.2625,8.654286,7.454487,1223891200
24/05/2010,8.831429,8.960714,8.795,8.812857,7.591073,754238800
25/05/2010,8.548214,8.812857,8.47,8.757857,7.5437,1048006400
26/05/2010,8.931429,9.004643,8.705357,8.718214,7.509551,850654000
27/05/2010,8.95,9.0675,8.896786,9.048214,7.793802,666282400
28/05/2010,9.263929,9.264286,9.048214,9.174286,7.902396,815614800
01/06/2010,9.274643,9.497857,9.248571,9.315357,8.023908,876472800
02/06/2010,9.447857,9.457143,9.2975,9.426786,8.119889,688548000
03/06/2010,9.470714,9.483929,9.300357,9.397143,8.094357,650106800
04/06/2010,9.221786,9.353571,9.093929,9.141429,7.874091,758304400
07/06/2010,9.224643,9.255357,8.948214,8.962143,7.719663,886942000
08/06/2010,9.044286,9.064286,8.773214,8.904643,7.670134,1000770400
09/06/2010,8.981071,8.996429,8.660357,8.685714,7.481558,854630000
10/06/2010,8.744286,8.963571,8.65,8.946786,7.706434,776356000
11/06/2010,8.865357,9.066429,8.834643,9.053929,7.798721,545759200
14/06/2010,9.141429,9.255357,9.071786,9.081429,7.82241,602960400
15/06/2010,9.13,9.280357,9.125,9.274643,7.98884,585074000
16/06/2010,9.325,9.5625,9.308214,9.544643,8.221407,783678000
17/06/2010,9.664286,9.746429,9.625,9.709643,8.363531,872855200
18/06/2010,9.723214,9.821429,9.693571,9.788214,8.43121,784621600
21/06/2010,9.9175,9.964643,9.5975,9.648929,8.311234,776490400
22/06/2010,9.72,9.856071,9.696429,9.780357,8.424443,717262000
23/06/2010,9.806429,9.809286,9.567857,9.6775,8.335847,768457200
24/06/2010,9.678571,9.757143,9.575,9.607143,8.275241,714277200
25/06/2010,9.645,9.6525,9.493214,9.525,8.204487,549942400
28/06/2010,9.533214,9.633929,9.447143,9.582143,8.253706,584948000
29/06/2010,9.432857,9.4425,9.082143,9.148929,7.880552,1133344800
30/06/2010,9.168214,9.213214,8.928929,8.983214,7.737815,739452000
01/07/2010,9.082143,9.1,8.686429,8.874286,7.643986,1022896000
02/07/2010,8.946071,8.961786,8.685714,8.819286,7.59661,693842800
06/07/2010,8.964286,9.028571,8.791429,8.879643,7.648601,615235600
07/07/2010,8.946071,9.241786,8.919643,9.238214,7.95746,654556000
08/07/2010,9.374286,9.389286,9.103214,9.2175,7.939618,738144400
09/07/2010,9.174643,9.282143,9.112857,9.272143,7.986684,433322400
12/07/2010,9.233214,9.351786,9.102143,9.188929,7.915009,562878400
13/07/2010,9.154286,9.157143,8.801071,8.992857,7.746119,1190924000
14/07/2010,8.906429,9.135714,8.892857,9.026071,7.774728,812047600
15/07/2010,8.865357,9.1775,8.832143,8.980357,7.735353,824866000
16/07/2010,9.042143,9.106071,8.871786,8.925,7.687671,1039858400
19/07/2010,8.924286,8.924286,8.557143,8.770714,7.554771,1024478000
20/07/2010,8.675,9.032143,8.571786,8.996071,7.748884,1074950800
21/07/2010,9.4675,9.469643,9.071429,9.08,7.821182,1185671200
22/07/2010,9.202857,9.285714,9.118214,9.250714,7.968228,645318800
23/07/2010,9.181786,9.299286,9.152857,9.283571,7.996529,533388800
26/07/2010,9.285714,9.289286,9.203929,9.26,7.976225,420551600
27/07/2010,9.316786,9.457143,9.296429,9.431429,8.123891,584771600
28/07/2010,9.416786,9.499643,9.294643,9.32,8.027907,519985200
29/07/2010,9.311071,9.380357,9.146429,9.218214,7.940234,643806800
30/07/2010,9.138929,9.275,9.103571,9.1875,7.913781,448210000
02/08/2010,9.301429,9.378214,9.272143,9.351786,8.055286,428055600
03/08/2010,9.321786,9.402143,9.265,9.354643,8.05775,417653600
04/08/2010,9.387143,9.438571,9.296786,9.392143,8.090052,420375200
05/08/2010,9.3475,9.399286,9.305357,9.346429,8.050671,289097200
06/08/2010,9.277857,9.338929,9.201071,9.288929,8.001143,444897600
09/08/2010,9.338571,9.3625,9.270357,9.348214,8.052209,303128000
10/08/2010,9.280357,9.301786,9.198214,9.264643,7.980224,451920000
11/08/2010,9.121429,9.131786,8.921786,8.935357,7.69659,620054400
12/08/2010,8.810357,9.039286,8.79,8.9925,7.745813,534920400
13/08/2010,8.9875,8.995714,8.896071,8.896429,7.663061,354869200
16/08/2010,8.842143,8.928929,8.807857,8.844286,7.618145,318430000
17/08/2010,8.931429,9.093929,8.9,8.998929,7.751348,422640400
18/08/2010,9.012857,9.095357,8.985,9.038214,7.785186,339696000
19/08/2010,9.03,9.052857,8.881429,8.924286,7.687052,426706000
20/08/2010,8.906786,9.068571,8.892857,8.915714,7.679669,384230000
23/08/2010,8.9925,9,8.758929,8.778571,7.561542,414041600
24/08/2010,8.666786,8.678571,8.523214,8.568929,7.380962,602565600
25/08/2010,8.501429,8.713929,8.471429,8.674643,7.472023,596867600
26/08/2010,8.766071,8.776786,8.581429,8.581429,7.391728,466505200
27/08/2010,8.633929,8.664643,8.412857,8.629286,7.432952,548391200
30/08/2010,8.598571,8.776786,8.595714,8.660714,7.460023,383289200
31/08/2010,8.6375,8.734286,8.583929,8.682143,7.47848,420786800
01/09/2010,8.838214,8.980714,8.795714,8.940357,7.700898,697037600
02/09/2010,8.973571,9.006071,8.8775,9.006071,7.7575,415427600
03/09/2010,9.110357,9.242143,9.089286,9.241786,7.960536,520788800
07/09/2010,9.165714,9.268929,9.151786,9.2075,7.931005,342557600
08/09/2010,9.277857,9.4425,9.253571,9.39,8.088203,526551200
09/09/2010,9.465714,9.518571,9.39,9.395357,8.092817,438575200
10/09/2010,9.399643,9.446429,9.335714,9.4075,8.103276,387542400
13/09/2010,9.493571,9.581429,9.491429,9.537143,8.214944,388780000
14/09/2010,9.5075,9.613214,9.482857,9.573571,8.246323,408150400
15/09/2010,9.5775,9.656429,9.565714,9.650714,8.312774,429368800
16/09/2010,9.651429,9.881071,9.625,9.8775,8.508117,652103200
17/09/2010,9.9175,9.927143,9.774286,9.834643,8.471202,634477200
20/09/2010,9.86,10.135,9.851786,10.115357,8.712999,658677600
21/09/2010,10.137857,10.2625,10.099643,10.134643,8.72961,668074400
22/09/2010,10.096786,10.285,10.086071,10.276786,8.852049,585289600
23/09/2010,10.226071,10.455714,10.214286,10.318571,8.888041,786116800
24/09/2010,10.432143,10.483214,10.376786,10.44,8.992637,649488000
27/09/2010,10.499286,10.526071,10.393214,10.398571,8.956947,482834800
28/09/2010,10.420357,10.420357,9.821429,10.245,8.824667,1035042400
29/09/2010,10.258214,10.350357,10.214286,10.263214,8.840357,469644000
30/09/2010,10.321429,10.357143,10.044643,10.133929,8.728997,673391600
01/10/2010,10.219643,10.235,10.048214,10.09,8.691155,448142800
04/10/2010,10.057143,10.103571,9.920357,9.951429,8.571796,435302000
05/10/2010,10.071429,10.3375,10.065,10.319286,8.888655,501967200
06/10/2010,10.3425,10.428214,10.187857,10.328214,8.896345,670868800
07/10/2010,10.369286,10.374286,10.246786,10.329286,8.897269,408399600
08/10/2010,10.418214,10.517857,10.357143,10.5025,9.046468,658403200
11/10/2010,10.526429,10.615714,10.521429,10.548571,9.086152,427753200
12/10/2010,10.550357,10.696429,10.446071,10.662143,9.183979,558544000
13/10/2010,10.721429,10.784286,10.707143,10.719286,9.233204,630092400
14/10/2010,10.774643,10.8025,10.728571,10.796786,9.299961,435296400
15/10/2010,10.98,11.25,10.889643,11.240714,9.682339,922194000
18/10/2010,11.373929,11.392857,11.224643,11.357143,9.782629,1093010800
19/10/2010,10.835714,11.206071,10.715,11.053214,9.520836,1232784000
20/10/2010,11.035714,11.223214,10.959643,11.090357,9.552826,721624400
21/10/2010,11.155714,11.240714,10.957143,11.054286,9.52176,551460000
22/10/2010,11.038214,11.072857,10.939286,10.981071,9.458694,372778000
25/10/2010,11.038929,11.128571,11.015714,11.03,9.500837,392462000
26/10/2010,10.959643,11.062143,10.916071,11.001786,9.476538,392929600
27/10/2010,10.9875,11.067857,10.914286,10.993929,9.469769,399002800
28/10/2010,10.998214,11,10.746429,10.901429,9.390093,551051200
29/10/2010,10.865357,10.924286,10.745357,10.749286,9.25904,430511200
01/11/2010,10.793571,10.914286,10.792857,10.863571,9.357483,423889200
02/11/2010,10.964286,11.078214,10.964286,11.048571,9.516835,433930000
03/11/2010,11.120357,11.174286,11.018929,11.171429,9.622657,508348400
04/11/2010,11.266071,11.435,11.251071,11.366786,9.790934,642488000
05/11/2010,11.356786,11.413214,11.3125,11.326071,9.755861,361253200
08/11/2010,11.328571,11.420357,11.312857,11.379286,9.801701,281758400
09/11/2010,11.466071,11.475,11.232143,11.288571,9.723564,383544000
10/11/2010,11.308571,11.384643,11.198214,11.358214,9.783554,384227200
11/11/2010,11.25,11.371429,11.223214,11.308929,9.741098,361284000
12/11/2010,11.285714,11.303571,10.843929,11.001071,9.475923,795846800
15/11/2010,11.016429,11.090714,10.938214,10.965714,9.445465,403606000
16/11/2010,10.918571,10.985714,10.69,10.771071,9.277806,657650000
17/11/2010,10.757143,10.856786,10.634286,10.732143,9.244276,479449600
18/11/2010,10.9,11.059643,10.881786,11.015357,9.488224,494491200
19/11/2010,10.998929,11.014286,10.901429,10.954643,9.43593,384843200
22/11/2010,10.952857,11.191429,10.923929,11.191429,9.639886,393075200
23/11/2010,11.0875,11.133929,10.948571,11.026071,9.497454,519447600
24/11/2010,11.142857,11.264286,11.133929,11.242857,9.684191,413725200
26/11/2010,11.205,11.346429,11.176429,11.25,9.690339,237585600
29/11/2010,11.267857,11.338571,11.120714,11.316786,9.747865,445785200
30/11/2010,11.197857,11.227143,11.1025,11.1125,9.571903,501858000
01/12/2010,11.259643,11.348214,11.25,11.3,9.733407,461750800
02/12/2010,11.340357,11.392857,11.246071,11.3625,9.787243,462837200
03/12/2010,11.321786,11.380357,11.297857,11.337143,9.7654,342092800
06/12/2010,11.38,11.511786,11.372143,11.433929,9.848769,448481600
07/12/2010,11.564286,11.571071,11.361429,11.364643,9.789089,391454000
08/12/2010,11.415357,11.465,11.325357,11.464643,9.875224,321935600
09/12/2010,11.504643,11.517857,11.393571,11.42,9.836771,294151200
10/12/2010,11.416071,11.466071,11.378571,11.448571,9.861382,262511200
13/12/2010,11.584643,11.609286,11.464286,11.488214,9.895527,439815600
14/12/2010,11.490357,11.519286,11.392857,11.438929,9.853072,351008000
15/12/2010,11.428571,11.535714,11.399643,11.441429,9.85523,417312000
16/12/2010,11.4675,11.521786,11.432143,11.473214,9.882608,322030800
17/12/2010,11.486786,11.4925,11.436786,11.450357,9.862921,386929200
20/12/2010,11.485714,11.544643,11.365357,11.5075,9.912139,385610400
21/12/2010,11.535714,11.585357,11.501786,11.578571,9.973357,256354000
22/12/2010,11.584286,11.632857,11.555357,11.612857,10.002891,265921600
23/12/2010,11.607143,11.6125,11.541786,11.557143,9.954899,223157200
27/12/2010,11.530357,11.622857,11.482857,11.595714,9.988124,249816000
28/12/2010,11.639643,11.666429,11.609286,11.623929,10.01243,175924000
29/12/2010,11.650714,11.658929,11.610714,11.6175,10.00689,163139200
30/12/2010,11.624286,11.625357,11.5375,11.559286,9.956747,157494400
31/12/2010,11.533929,11.552857,11.475357,11.52,9.922909,193508000
03/01/2011,11.63,11.795,11.601429,11.770357,10.138556,445138400
04/01/2011,11.872857,11.875,11.719643,11.831786,10.191467,309080800
05/01/2011,11.769643,11.940714,11.767857,11.928571,10.274836,255519600
06/01/2011,11.954286,11.973214,11.889286,11.918929,10.266529,300428800
07/01/2011,11.928214,12.0125,11.853571,12.004286,10.340052,311931200
10/01/2011,12.101071,12.258214,12.041786,12.230357,10.534782,448560000
11/01/2011,12.317143,12.32,12.123929,12.201429,10.509866,444108000
12/01/2011,12.258929,12.301071,12.214286,12.300714,10.595387,302590400
13/01/2011,12.327143,12.38,12.280357,12.345714,10.634145,296780400
14/01/2011,12.353214,12.445714,12.301429,12.445714,10.720285,308840000
18/01/2011,11.768571,12.312857,11.642857,12.166071,10.479407,1880998000
19/01/2011,12.441071,12.45,12.031429,12.101429,10.423729,1135612800
20/01/2011,12.015357,12.082143,11.79,11.881429,10.234229,764789200
21/01/2011,11.920357,11.96,11.665357,11.668571,10.050879,754401200
24/01/2011,11.673929,12.051786,11.668571,12.051786,10.380967,574683200
25/01/2011,12.011786,12.194286,11.948929,12.192857,10.502481,546868000
26/01/2011,12.248571,12.342857,12.196429,12.280357,10.577852,506875600
27/01/2011,12.277857,12.310357,12.243929,12.2575,10.558161,285026000
28/01/2011,12.291786,12.3,11.911786,12.003571,10.339437,592057200
31/01/2011,11.992857,12.144286,11.939286,12.118571,10.438492,377246800
01/02/2011,12.189286,12.344643,12.177857,12.3225,10.614152,426633200
02/02/2011,12.301786,12.330357,12.269643,12.297143,10.592309,258955200
03/02/2011,12.278571,12.294286,12.091071,12.265714,10.565235,393797600
04/02/2011,12.272857,12.382143,12.268214,12.375,10.659372,321840400
07/02/2011,12.424643,12.616071,12.415714,12.567143,10.824879,485021600
08/02/2011,12.631429,12.697143,12.576786,12.685714,10.92701,381040800
09/02/2011,12.685357,12.821429,12.673929,12.791429,11.018068,482745200
10/02/2011,12.763929,12.857143,12.428571,12.662143,10.906707,928550000
11/02/2011,12.669643,12.778571,12.626429,12.744643,10.977768,367572800
14/02/2011,12.7425,12.838571,12.739643,12.827857,11.049447,310416400
15/02/2011,12.828214,12.856071,12.769643,12.853571,11.071596,284174800
16/02/2011,12.885714,13.032143,12.875,12.968929,11.170958,481157600
17/02/2011,12.758929,12.866786,12.732857,12.796429,11.022377,530583200
18/02/2011,12.811071,12.839286,12.482857,12.52,10.784269,816057200
22/02/2011,12.219643,12.335714,12.061429,12.093214,10.416653,872555600
23/02/2011,12.098929,12.308571,12.093214,12.236429,10.540014,671854400
24/02/2011,12.286429,12.326786,12.084643,12.245714,10.548009,499900800
25/02/2011,12.330714,12.443929,12.314286,12.434286,10.710439,380018800
28/02/2011,12.544286,12.680357,12.54,12.614643,10.865795,403074000
01/03/2011,12.695357,12.704286,12.417143,12.475357,10.745816,456136800
02/03/2011,12.498571,12.655357,12.442857,12.575714,10.832259,602590800
03/03/2011,12.756786,12.849643,12.711429,12.841429,11.061138,500788400
04/03/2011,12.859643,12.8675,12.776786,12.857143,11.074675,453266800
07/03/2011,12.907143,12.916786,12.546786,12.691429,10.931933,546123200
08/03/2011,12.675357,12.764286,12.580357,12.705714,10.944239,356316800
09/03/2011,12.6675,12.67,12.521429,12.588214,10.843025,453306000
10/03/2011,12.468571,12.491786,12.317857,12.381071,10.664602,507539200
11/03/2011,12.333214,12.582857,12.321429,12.571071,10.828259,471080400
14/03/2011,12.613571,12.731429,12.546786,12.627143,10.87656,435957200
15/03/2011,12.217857,12.422857,12.146429,12.336786,10.626457,721081200
16/03/2011,12.214286,12.25,11.652143,11.786071,10.152091,1162011200
17/03/2011,12.029643,12.128929,11.809286,11.951429,10.294526,659422400
18/03/2011,12.040357,12.078571,11.785714,11.809643,10.172395,753214000
21/03/2011,11.999643,12.133571,11.973571,12.117857,10.437879,409402000
22/03/2011,12.234286,12.236429,12.112143,12.185714,10.496328,325922800
23/03/2011,12.117143,12.150714,11.998214,12.113929,10.434494,372996400
24/03/2011,12.208929,12.357143,12.102143,12.320357,10.612308,404712000
25/03/2011,12.431071,12.573571,12.393571,12.555,10.814417,448910000
28/03/2011,12.6125,12.654286,12.515714,12.515714,10.780579,309355200
29/03/2011,12.416429,12.534286,12.359286,12.534286,10.796576,352900800
30/03/2011,12.522857,12.531429,12.408571,12.451071,10.724896,329406000
31/03/2011,12.37,12.492857,12.359286,12.446786,10.721204,274019200
01/04/2011,12.539643,12.556786,12.260714,12.305714,10.59969,418661600
04/04/2011,12.296786,12.307143,12.085714,12.185357,10.496021,460084800
05/04/2011,12.035357,12.223214,12,12.103214,10.425268,482731200
06/04/2011,12.186429,12.282143,12.040714,12.072857,10.399117,402539200
07/04/2011,12.075,12.158214,12.001071,12.074286,10.40035,373447200
08/04/2011,12.14,12.148214,11.926786,11.966429,10.307444,377535200
11/04/2011,11.930714,11.988214,11.786429,11.814286,10.176394,398946800
12/04/2011,11.803214,11.918929,11.792857,11.871429,10.225616,425639200
13/04/2011,11.965,12.005,11.875714,12.004643,10.340361,346220000
14/04/2011,11.957143,12,11.859286,11.872143,10.22623,301800800
15/04/2011,11.903571,11.915714,11.671429,11.695,10.073643,453605600
18/04/2011,11.646429,11.865357,11.434286,11.851786,10.208694,609898800
19/04/2011,11.896429,12.070714,11.846786,12.066429,10.393581,419378400
20/04/2011,12.268214,12.348214,12.196429,12.228929,10.533554,700666400
21/04/2011,12.678571,12.683214,12.447143,12.525,10.788577,753810400
25/04/2011,12.512143,12.633929,12.510714,12.6075,10.859639,266546000
26/04/2011,12.629286,12.678214,12.476786,12.515,10.779964,338800000
27/04/2011,12.58,12.583929,12.396429,12.505357,10.771658,356213200
28/04/2011,12.363929,12.491071,12.34,12.383929,10.667065,360959200
29/04/2011,12.385,12.641071,12.381071,12.504643,10.771044,1006345200
02/05/2011,12.490714,12.516786,12.339286,12.367143,10.652606,442713600
03/05/2011,12.428214,12.496071,12.343571,12.435714,10.71167,313348000
04/05/2011,12.437857,12.565357,12.388571,12.484643,10.753815,389250400
05/05/2011,12.442857,12.533929,12.358929,12.383929,10.667065,335969200
06/05/2011,12.488929,12.5,12.364643,12.380714,10.664294,280134400
09/05/2011,12.423571,12.471429,12.376071,12.414286,10.693214,204747200
10/05/2011,12.460357,12.488929,12.380714,12.480357,10.750122,282091600
11/05/2011,12.465,12.5,12.33,12.401071,10.681831,336000000
12/05/2011,12.361429,12.397143,12.223929,12.3775,10.661525,322000000
13/05/2011,12.345,12.366071,12.155357,12.160714,10.474795,326116000
16/05/2011,12.114286,12.186429,11.878571,11.903571,10.253304,449775200
17/05/2011,11.857143,12.005,11.811786,12.005,10.340669,452334400
18/05/2011,12.016786,12.180357,12,12.138214,10.455414,334776400
19/05/2011,12.217143,12.228929,12.095357,12.161786,10.475718,261170000
20/05/2011,12.127143,12.176786,11.965,11.972143,10.312367,337968400
23/05/2011,11.784643,11.999286,11.765,11.942857,10.287141,383600000
24/05/2011,11.982143,11.996429,11.833571,11.863929,10.219155,321927200
25/05/2011,11.908214,12.091429,11.8875,12.027857,10.360356,294224000
26/05/2011,11.998929,12.031786,11.943929,11.964286,10.305598,222560800
27/05/2011,11.957143,12.058214,11.939643,12.050357,10.379736,203599200
31/05/2011,12.182143,12.4225,12.178571,12.4225,10.700285,417754400
01/06/2011,12.459643,12.576071,12.308929,12.339643,10.628918,554682800
02/06/2011,12.375,12.427857,12.296429,12.360714,10.647065,338783200
03/06/2011,12.256429,12.333214,12.214643,12.265714,10.565235,313250000
06/06/2011,12.346429,12.394643,12.064643,12.072857,10.399117,461941200
07/06/2011,12.0775,12.079286,11.853571,11.858571,10.21454,529785200
08/06/2011,11.849286,11.957143,11.808929,11.865714,10.220695,333723600
09/06/2011,11.901786,11.916786,11.8125,11.838929,10.197621,275088800
10/06/2011,11.805357,11.845,11.625357,11.639286,10.025657,433955200
13/06/2011,11.685714,11.725357,11.609643,11.664286,10.04719,329473200
14/06/2011,11.785714,11.901786,11.761071,11.872857,10.226844,334569200
15/06/2011,11.776786,11.796429,11.602857,11.669643,10.051805,399196000
16/06/2011,11.675,11.738571,11.368929,11.612857,10.002891,510591200
17/06/2011,11.749643,11.758929,11.405714,11.437857,9.852149,615020000
20/06/2011,11.334286,11.346429,11.089286,11.261429,9.700181,640645600
21/06/2011,11.31,11.635714,11.257143,11.617857,10.007197,493382400
22/06/2011,11.612857,11.746429,11.513571,11.521786,9.924443,390583200
23/06/2011,11.390714,11.846071,11.361429,11.829643,10.189624,559759200
24/06/2011,11.834643,11.898214,11.610357,11.655357,10.0395,439807200
27/06/2011,11.699643,11.925,11.6875,11.858571,10.21454,339813600
28/06/2011,11.916071,12.025,11.908571,11.973571,10.313597,294299600
29/06/2011,12.001429,12.013214,11.852857,11.93,10.276066,352545200
30/06/2011,11.953571,12.004643,11.887143,11.988214,10.326209,322954800
01/07/2011,11.998214,12.267857,11.935714,12.259286,10.559702,435313200
05/07/2011,12.25,12.493929,12.232143,12.479643,10.749508,355054000
06/07/2011,12.4625,12.646429,12.3825,12.562857,10.821184,444626000
07/07/2011,12.666786,12.785714,12.642857,12.757143,10.988535,399663600
08/07/2011,12.619286,12.857143,12.578571,12.846786,11.065752,489633200
11/07/2011,12.726429,12.848929,12.600714,12.642857,10.890099,442674400
12/07/2011,12.626071,12.774286,12.450714,12.633929,10.882405,451609200
13/07/2011,12.7975,12.857143,12.727857,12.786429,11.013765,391638800
14/07/2011,12.893214,12.914643,12.726429,12.7775,11.006072,430533600
15/07/2011,12.898929,13.035714,12.8275,13.032857,11.226028,484467200
18/07/2011,13.051071,13.380357,13.045714,13.35,11.499201,572653200
19/07/2011,13.5,13.523214,13.332857,13.458929,11.593031,819145600
20/07/2011,14.147143,14.1525,13.785714,13.817857,11.902196,941340400
